Students	Incorrects	Problem View	Correct First Attempt	Step Duration (sec)	Error Step Duration (sec)	Corrects	Correct Step Duration (sec)	Hints
stu_012a09044b	-0.0353100169557	-0.267894891808	-0.144093360284	-0.107946670172	-0.124660480328	1.12863405327	-0.100096840638	0.303373710845
stu_012a7e41b3	-0.296668634496	-0.547347593636	0.409810144706	-0.0740774188122	-0.0680212221283	0.240055891097	-0.0622620606021	-0.503846181402
stu_013c6d7336	-0.148681387302	-0.234473706425	0.265476615211	-0.0746593824529	-0.0585227214996	-0.157514373658	-0.0691770664189	-0.282158358799
stu_0142fbb2a7	0.10523169764	-0.293368365587	0.430654367567	-0.107946670172	-0.124660480328	0.0614325979642	-0.100096840638	-0.259382429919
stu_01465b7f99	-0.892497862704	-0.400635910818	0.99177880436	-0.107946670172	-0.124660480328	-0.767179920189	-0.100096840638	-0.494676560989
stu_014b93742f	1.45457620297	0.87121616168	-1.06142019077	-0.107946670172	-0.124660480328	-0.767179920189	-0.100096840638	-0.467070518812
stu_0150713d24	2.72059151305	-0.00469710913887	-0.864810026305	-0.107946670172	-0.124660480328	1.37319617871	-0.100096840638	0.181079733616
stu_016afe1722	0.46008912302	-0.216222856482	-0.0819760864577	-0.107946670172	-0.124660480328	0.587681195071	-0.100096840638	-0.559554695421
stu_01838c016b	-0.618458193161	-0.171861228207	0.802114462172	-0.0693895536956	-0.0929147468057	-0.0342704694653	-0.0434593167329	-0.442535837341
stu_01ac1d11d5	0.122918977595	0.698347972136	-0.389919629645	-0.107946670172	-0.124660480328	0.379923233517	-0.100096840638	0.167770746646
stu_01baf5313c	-0.487875282217	0.395838123776	0.348929952624	-0.107946670172	-0.124660480328	0.706270356296	-0.100096840638	-0.0168768808519
stu_01be949a86	0.00773345486008	-0.0410195094865	-2.25432544004	-0.107946670172	-0.124660480328	-0.767179920189	-0.100096840638	2.64039761649
stu_01d24432d7	0.0463503305789	-0.0783964912872	-0.412860456725	0.0583869105843	0.135974207209	0.125565831507	0.041236877497	0.588292114116
stu_01dabad56b	0.144472980065	-0.273958577156	0.0772402078453	-0.0924834189854	-0.09840285396	0.741789939107	-0.0850209030322	0.0615654075809
stu_01e5e454d0	1.75070590866	-0.531368250703	-1.34418392093	0.402031837384	0.304862698858	3.00289430758	0.520948642482	1.08273120519
stu_01ea677d9a	-0.418591407928	-0.0195036320064	0.547825563546	-0.107946670172	-0.124660480328	-0.509087826412	-0.100096840638	-0.727569240428
stu_021fd88c46	0.17736000979	0.0830166969308	-0.00982657502769	0.255189696847	1.0302678978	1.02569982358	-0.0398840602694	-0.632351329267
stu_023b0c216a	0.671789422598	-0.130860802834	-1.68978989233	-0.0481039775577	-0.0394773984693	0.601162741531	-0.0749314560032	1.68254571733
stu_0241c49d30	-0.544733755829	-0.328612700676	0.64873525755	-0.107946670172	-0.124660480328	0.579136893176	-0.100096840638	-0.406406562517
stu_02480505de	0.10165748941	-0.738723170556	-0.166148382066	-0.107946670172	-0.124660480328	-0.767179920189	-0.100096840638	-0.298031004967
stu_026f9588c7	-0.758506129896	-0.525827766431	0.890137841884	0.110661695855	0.377742318725	-0.15678297453	0.15142289327	-0.745570082797
stu_02772e485d	2.85700657668	-0.738723170556	-3.97911022932	-0.107946670172	-0.124660480328	-0.767179920189	-0.100096840638	4.05393288546
stu_02796354f3	-0.50847722483	-0.452095564715	0.524969502839	-0.107946670172	-0.124660480328	-0.236951289393	-0.100096840638	-0.348169174837
stu_028f59c721	0.050813986551	-0.0545486438109	0.369049955179	-0.107946670172	-0.124660480328	-0.197221236188	-0.100096840638	-0.589347162469
stu_02aba1d0a6	-0.23591448698	-0.582551420484	0.188308255785	-0.107946670172	-0.124660480328	-0.141532908631	-0.100096840638	-0.503014450628
stu_02ad1ba148	-0.207960077682	-0.166018462133	0.325825105359	-0.100481693803	-0.115880443267	1.00520660435	-0.0905048156165	-0.217810491285
stu_02ce28c7cd	-0.765934582831	-0.53610238134	0.748709213487	-0.107946670172	-0.124660480328	-0.613679941971	-0.100096840638	-0.688816389372
stu_030174a230	-0.33408980729	0.0306026385897	0.491142745442	-0.0547869530455	-0.0857406757135	0.456023030025	-0.0217581330181	-0.295524322403
stu_030938802a	-0.459667434352	-0.31213177159	-0.203377764626	-0.107946670172	-0.124660480328	0.807093412936	-0.100096840638	0.765923873829
stu_03240aa55e	-0.457320946711	0.0320402783386	0.456210338114	-0.107946670172	-0.124660480328	-0.433517436926	-0.100096840638	-0.716049389387
stu_032593f3d2	-0.228957941244	-0.184048759997	0.0732449611796	0.938098630959	-0.124660480328	-0.767179920189	1.79037357653	0.516968625425
stu_0339e89990	0.226666067029	-0.199039960304	0.439850234853	-0.107946670172	-0.124660480328	-0.321988497409	-0.100096840638	-0.619602627793
stu_0349055cd7	0.35858994805	-0.419157666554	-0.873946364332	0.0570988101298	0.0661823059745	-0.698010176941	0.0664155299954	0.380396798836
stu_0368946add	-0.295372689481	-0.481225917543	0.724324222438	-0.107946670172	-0.124660480328	0.0578824621005	-0.100096840638	-0.714911597607
stu_037d7de462	2.52406133662	-0.613373021295	-0.949560756981	-0.107946670172	-0.124660480328	-0.767179920189	-0.100096840638	-0.582413651678
stu_03843d5ad3	0.214765813706	0.328435650629	-0.15255350971	-0.107946670172	-0.124660480328	-0.428758827728	-0.100096840638	-0.441624963331
stu_0388d67f58	3.55653033331	1.06719351497	-2.42304090253	-0.107946670172	-0.124660480328	1.1872674749	-0.100096840638	0.466655156658
stu_038b61b7bd	0.0650290415268	0.0629041826877	0.156648451577	-0.107946670172	-0.124660480328	1.07428310351	-0.100096840638	-0.550545675608
stu_0393efd464	-0.474869506673	-0.137586395725	0.665383298453	-0.107135242634	-0.123218902098	-0.1684405303	-0.0991391608269	-0.585604142738
stu_03a1351aeb	0.370733328424	-0.162438068692	-0.359066094579	-0.0281159436571	0.0865642051882	0.912983358173	-0.0869239546452	0.711495881167
stu_03b181392f	-0.112776917499	-0.375458487628	0.205139799029	-0.104482413021	-0.115467462177	-0.068084654531	-0.0980095433457	-0.295711492006
stu_03b6bfdce4	-0.220474098134	-0.0336994025847	0.43333756636	-0.0893100838982	-0.0947741123349	0.0201671116773	-0.0786453719078	-0.60890961128
stu_03cf565d03	-0.381772425021	-0.0971329765003	0.589882198452	-0.107946670172	-0.124660480328	0.106659447675	-0.100096840638	-0.349591525023
stu_03dbafac6a	-0.448611809772	-0.181561430801	0.324694678393	-0.0330120322771	0.0445220271043	0.107150448187	-0.0364807642595	-0.244706370121
stu_04083934f0	-0.144232917882	0.960754685335	-0.305062476165	-0.107946670172	-0.124660480328	2.13630500588	-0.100096840638	0.612647412416
stu_040bb71e7a	-0.0834163518449	-0.341019234712	0.259123260421	-0.107946670172	-0.124660480328	0.161452543761	-0.100096840638	-0.260121754578
stu_041f7b411c	-0.299585571662	0.966571828408	0.190705648693	-0.107946670172	-0.124660480328	-0.080007083071	-0.100096840638	-0.23578821174
stu_04434e4cd6	-0.552039477411	-0.17303879562	0.63907689743	-0.107946670172	-0.124660480328	-0.335756727357	-0.100096840638	-0.540588870375
stu_0453d3ad84	-0.667118089968	-0.274377625685	0.812242039947	-0.107946670172	-0.124660480328	0.0224526306252	-0.100096840638	-0.572854819907
stu_045a9da630	0.369911939021	3.1339127141	-0.150077220565	-0.107946670172	-0.124660480328	1.55541429344	-0.100096840638	-0.724712551141
stu_0473046ff0	0.875887811457	-0.738723170556	-2.20852515665	0.212396486563	0.205998929167	-0.767179920189	0.147359389767	2.81404169266
stu_0488950dfe	-0.369544901129	-0.288084983406	0.277323122555	-0.107946670172	-0.124660480328	0.0757612834647	-0.100096840638	-0.435656600183
stu_0491a2dda2	-0.372600341986	0.180390496286	-1.62762930818	-0.107946670172	-0.124660480328	-0.767179920189	-0.100096840638	1.85648996629
stu_04b3347e0d	2.94980054438	1.49717367824	-0.808527657343	-0.107946670172	-0.124660480328	-0.767179920189	-0.100096840638	0.0109860055493
stu_04c631b5a9	-0.620796544029	-0.0535597765581	0.689548957602	-0.107946670172	-0.124660480328	0.714185412868	-0.100096840638	-0.499177929527
stu_04fdba7612	0.1116534208	-0.738723170556	-1.88486982079	-0.107946670172	-0.124660480328	-0.767179920189	-0.100096840638	-0.748462579623
stu_050686e666	0.1116534208	-0.738723170556	-0.104765473549	0.438503538751	0.432194764051	-0.767179920189	0.597282886117	-0.748462579623
stu_05186a93e7	-0.652736055395	-0.191420481128	0.713658255332	-0.0736352830367	-0.0216720055883	-0.443231055326	-0.0705339875297	-0.191619279058
stu_05243b811a	0.243417970911	-0.738723170556	-0.266593141475	-0.107946670172	-0.124660480328	-0.767179920189	-0.100096840638	-0.748462579623
stu_05397b316f	-0.340694467172	0.0555474410202	0.634623529864	-0.107946670172	-0.124660480328	-0.432449526932	-0.100096840638	-0.400066891545
stu_05672cd63e	-0.595955999091	-0.365779692212	0.744207368994	-0.107946670172	-0.124660480328	0.0229513770499	-0.100096840638	-0.748462579623
stu_056fce9a90	-0.464405126607	-0.595706497473	0.408086614703	-0.107946670172	-0.124660480328	-0.106088569285	-0.100096840638	-0.25824362071
stu_05a8adc955	-0.921413593226	-0.149381609337	1.12461909127	-0.0645624233558	-0.0804296813899	-0.473035587209	-0.0365203143374	-0.674985929007
stu_05a923fe6c	0.809736629156	-0.191595350593	-1.34902208361	0.106714457259	0.269972339221	1.46248557754	-0.0739171566339	2.70044142887
stu_05b0248ce6	-0.648069351661	-0.317663662476	0.781014449649	-0.0588960345234	0.0368933253657	0.196492942258	-0.0589483665961	-0.445412216195
stu_05c0a4eb4b	-0.947847835315	-0.171455415835	1.13573677867	-0.107946670172	-0.124660480328	-0.505894009598	-0.100096840638	-0.700369864964
stu_05d27e0d60	0.770223688395	0.386125534267	-0.998015439414	-0.107946670172	-0.124660480328	-0.485364990486	-0.100096840638	0.878485479252
stu_05d4ba29d1	-0.662588404044	-0.738723170556	0.278294955607	-0.107946670172	-0.124660480328	-0.767179920189	-0.100096840638	0.0231628183128
stu_05f35e97a7	-0.359823481621	-0.577328819155	0.263137992319	-0.107946670172	-0.124660480328	1.30418307018	-0.100096840638	0.257636187903
stu_06088c9513	0.808387375256	2.75367126628	-1.84583244476	0.0552732692884	0.148618731427	4.24580620587	-0.100096840638	2.33574250795
stu_0611b4ffbc	0.0566920429082	0.39105786072	0.402458192029	-0.107946670172	-0.124660480328	-0.0387618228208	-0.100096840638	-0.352199915895
stu_063f6369bd	-0.342943543236	0.0691476696648	0.488602642206	-0.107946670172	-0.124660480328	0.146911369739	-0.100096840638	-0.273851719783
stu_06416eb0dc	-0.752834567062	0.3600980224	0.99117065483	-0.107946670172	-0.124660480328	0.0403337543831	-0.100096840638	-0.672923120706
stu_065a5d51c6	0.356476051215	0.564139002787	-0.870302576249	1.57646375476	0.789271433354	-0.767179920189	2.50122411548	0.334440273433
stu_067dd26228	-0.344154319224	0.767799919824	0.488602642206	0.0344637734534	0.0575284403082	0.0817214736082	0.0826359392461	-0.477243118565
stu_069b23d3ab	0.655000103326	-0.0449930311531	-1.27659295842	-0.107946670172	-0.124660480328	0.69685504664	-0.100096840638	1.23170101783
stu_06a67c5b54	-0.600448039161	-0.69852937268	0.572448136823	-0.107946670172	-0.124660480328	-0.767179920189	-0.100096840638	-0.730714596383
stu_06d24853c6	1.91396331061	2.95910623317	-2.96841159738	-0.107946670172	-0.124660480328	-0.767179920189	-0.100096840638	2.9431179344
stu_06d3232058	-0.02188772999	-0.517130397273	0.115247423309	-0.107946670172	-0.124660480328	-0.641275443862	-0.100096840638	-0.724000939801
stu_06de41104d	-0.7011602362	-0.110256938326	0.878201121774	-0.107946670172	-0.124660480328	0.687894346967	-0.100096840638	-0.614386790254
stu_0701f82a44	0.11869728273	-0.033716443144	-0.121401962767	0.0506337794592	-0.124660480328	-0.453007067959	0.192777776881	-0.308976071267
stu_070753c900	-0.451855533705	0.920116188121	-1.49391232397	-0.107946670172	-0.124660480328	-0.767179920189	-0.100096840638	1.93728830477
stu_0715380350	0.0950067311023	0.257127916414	-1.37022579168	-0.107946670172	-0.124660480328	-0.767179920189	-0.100096840638	2.27790243584
stu_07173df07b	-0.28645120661	-0.416601142465	0.365182074125	-0.107946670172	-0.124660480328	0.218903938832	-0.100096840638	-0.324656515825
stu_071f031a12	0.0536770187493	-0.738723170556	-0.460786342995	-0.107946670172	-0.124660480328	-0.767179920189	-0.100096840638	-0.748462579623
stu_0739f95d02	2.38161313875	-0.0960959693512	-1.34480870808	-0.107946670172	-0.124660480328	-0.123565137349	-0.100096840638	-0.103993839155
stu_073c1d905f	0.260149977274	-0.0391177999868	0.19063423776	-0.107946670172	-0.124660480328	0.095196099104	-0.100096840638	-0.433261584339
stu_07431114c5	-0.118934541898	1.02614995398	-0.387963892428	-0.107946670172	-0.124660480328	2.73453832969	-0.100096840638	0.760653813497
stu_0787fb736f	0.016812525404	-0.278478309123	-0.561986068514	-0.0762443327053	-0.0677837161879	-0.173425382881	-0.0804357576544	0.777078825625
stu_0793cbca52	-0.0535920951745	0.864212571003	0.0191360625204	-0.107946670172	-0.124660480328	-0.0859645990223	-0.100096840638	-0.7139361065
stu_079b505867	0.87485097565	0.400935727674	-0.77595235857	0.0107415793315	0.0466108230466	-0.436525869191	-0.00544304989019	-0.64139277909
stu_07b0b43b54	-0.223582822788	0.205519614434	0.406275553081	0.0136875137309	-0.0304841762243	0.00190594772642	0.0766076906856	-0.570118269806
stu_07d148fda0	-0.898281187747	-0.439447539789	1.08636607733	-0.107946670172	-0.124660480328	-0.273769085445	-0.100096840638	-0.562111190164
stu_07d238f1e8	-0.393992063164	0.440019364316	0.566513741448	-0.0990241302119	-0.115902599682	-0.38162391449	-0.0876259994943	-0.566357111088
stu_07df71b69f	0.484450684533	1.42585989505	-0.728394047531	0.0173209608546	-0.0478512875183	2.73609119796	0.0861409488024	0.764877649859
stu_07edcc2df8	-0.393268335235	0.202542495827	0.108847048121	0.0659446519736	0.196385912397	-0.400454518001	0.0593755159511	0.177788531168
stu_07f1d6b6c7	-0.609653660902	-0.17544192206	0.743255071919	-0.106426262626	-0.12217340545	0.194368736769	-0.0981997161573	-0.401935944202
stu_081fd2ae16	1.21120587347	-0.377440987453	-0.68790310454	-0.107946670172	-0.124660480328	-0.670580796004	-0.100096840638	-0.63585468596
stu_0826ab350f	-0.124979410435	-0.336709852069	0.133805212171	-0.107946670172	-0.124660480328	0.493044829459	-0.100096840638	-0.430163228835
stu_08313b315a	-0.393212855426	0.130001344846	0.34920372123	-0.107946670172	-0.124660480328	0.406984744778	-0.100096840638	-0.30783705121
stu_084ad3392d	2.08967184367	0.240114024574	-1.93722583101	-0.107946670172	-0.124660480328	-0.767179920189	-0.100096840638	1.26854351571
stu_084cf24069	-0.129895922385	-0.274858609086	0.556036140224	-0.107946670172	-0.124660480328	0.025973721837	-0.100096840638	-0.343950936438
stu_084fc769ac	-0.243704237203	0.0916495517601	-0.947480663546	-0.107946670172	-0.124660480328	0.0495044673943	-0.100096840638	1.11271003975
stu_087db2a82c	-0.69046668337	-0.00221545337495	0.75891024008	-0.0614911454399	0.0406630799684	-0.465998364227	-0.0652183820653	-0.390616268332
stu_089ac76e42	-0.303549214349	-0.279315998682	0.342657522172	-0.107946670172	-0.124660480328	0.168288078865	-0.100096840638	-0.210249411738
stu_08b381e37b	-0.170023172089	-0.300413449089	0.0361627343951	-0.107946670172	-0.124660480328	0.0356908188721	-0.100096840638	0.0805825322424
stu_08c64c8165	-0.0728169493607	-0.738723170556	-1.23755914906	-0.107946670172	-0.124660480328	-0.767179920189	-0.100096840638	-0.4515872236
stu_08deb56c65	-0.499372021555	-0.147411061711	0.563143705224	0.00364922240035	0.100176900918	-0.0920117294903	0.0185277245278	-0.279736003694
stu_08e3fc9aee	-0.667404481746	0.879077193575	0.729658439224	-0.107946670172	-0.124660480328	0.28333555474	-0.100096840638	-0.476326836602
stu_08eb298fc0	-0.82571433314	-0.645077601644	0.992373862978	-0.107946670172	-0.124660480328	0.0202910025811	-0.100096840638	-0.669897274896
stu_08f222c6e7	0.138395303662	1.99030221967	0.295922220853	1.03445781887	1.55624441746	2.45801888108	1.22132381898	-0.435155008322
stu_0923ea6980	0.167452305403	0.106164298804	-0.0379070943059	-0.107946670172	-0.124660480328	0.0482436723378	-0.100096840638	-0.722909927696
stu_0926e84aa0	0.761388961012	-0.738723170556	-1.45518946111	-0.107946670172	-0.124660480328	-0.767179920189	-0.100096840638	-0.63585468596
stu_093584a4c5	-0.626880838341	-0.0381710862881	0.90858750578	-0.107946670172	-0.124660480328	-0.0809716465464	-0.100096840638	-0.645100930439
stu_093957d0b8	-0.456656295344	-0.154263811935	0.474174238174	-0.107946670172	-0.124660480328	-0.426587263656	-0.100096840638	-0.285252804268
stu_0958d0af3e	-0.886777024842	-0.466911800819	1.01319182047	-0.0320970744426	0.118351788441	-0.163006238288	-0.0205770228242	-0.616571266366
stu_096e4cd087	-0.884663740478	-0.738723170556	1.22657307187	-0.107946670172	-0.124660480328	-0.767179920189	-0.100096840638	-0.693578060022
stu_099009bf1e	1.44511066794	-0.738723170556	-2.59691155969	16.6287010202	12.7063188748	-0.767179920189	18.944554413	-0.748462579623
stu_09a16c6773	0.318711999547	1.02214797411	-0.14861040821	-0.107946670172	-0.124660480328	1.93759555532	-0.100096840638	-0.0620906563374
stu_09a19d03fa	1.79296908024	14.0525944444	-0.460786342995	-0.107946670172	-0.124660480328	-0.767179920189	-0.100096840638	0.557788986878
stu_09bba7a631	2.30647435555	0.493886630711	-1.50341888924	-0.107946670172	-0.124660480328	-0.767179920189	-0.100096840638	0.573339600766
stu_09cbdf6a6a	-0.513744199515	0.185536181358	0.408029631843	-0.0997335709571	-0.114334214932	-0.183985208137	-0.0896505654556	-0.121775171407
stu_09dd3e4f95	-0.186494064282	-0.497724105583	-0.60870540077	-0.107946670172	-0.124660480328	-0.596016502837	-0.100096840638	0.535175670556
stu_09e0b31d8c	0.0433918703406	-0.410721407195	0.220427823265	-0.107946670172	-0.124660480328	1.36269305944	-0.100096840638	-0.541558952406
stu_09e126c455	0.169401119094	0.0684295986748	-0.248718685057	0.167480581546	0.491165403792	0.625219289077	0.039393033605	0.393756081422
stu_09ecb2a9a9	-0.111854727556	-0.0868015273583	0.4271823142	-0.107946670172	-0.124660480328	0.290251896503	-0.100096840638	0.116319913197
stu_09f26aafa9	0.0631118577623	-0.106429227693	-0.0312941856275	-0.0840269069203	-0.086389786706	-0.165941503579	-0.0766192919569	-0.0796761545579
stu_09f5214e97	-0.510934078487	-0.115414805157	0.431288676481	-0.107337536125	-0.124660480328	-0.512509501882	-0.0990377491759	-0.53611423469
stu_0a004bf5db	-0.211838097883	-0.22662441255	-2.05686057899	-0.107946670172	-0.124660480328	-0.604781392812	-0.100096840638	2.3225958537
stu_0a073e6999	-0.073505164636	0.00164746088929	0.141233712639	-0.107946670172	-0.124660480328	0.403361806007	-0.100096840638	-0.234395495962
stu_0a258c40fa	0.256128377675	0.0935856984795	-0.179174980017	-0.107946670172	-0.124660480328	-0.010538549018	-0.100096840638	-0.275943926146
stu_0a588fc920	-0.495346977372	-0.601706112823	0.572883424415	-0.107946670172	-0.124660480328	0.789825812403	-0.100096840638	-0.399859933954
stu_0a698c3f57	-1.05612748882	-0.672925494356	1.3237524279	-0.107946670172	-0.124660480328	-0.169021642517	-0.100096840638	-0.614815844616
stu_0a7302d561	-0.130770813794	0.27326679458	-2.8070008449	-0.00805749927966	-0.0445376643273	0.56762288253	0.00306402542765	3.75200097265
stu_0a7d96b7f9	-0.414650922823	-0.38912112099	0.37086800694	-0.107946670172	-0.124660480328	-0.487553970928	-0.100096840638	-0.275413473069
stu_0aa57d9052	-0.76341096528	-0.664996976852	0.949987943419	-0.0627356242551	0.0370506388472	-0.222613642743	-0.0583754177892	-0.618244354926
stu_0ab009e2b6	0.594790104549	-0.379211978535	-0.99481764717	-0.107946670172	-0.124660480328	-0.767179920189	-0.100096840638	0.929707835671
stu_0ab7a3adf6	-0.300284172713	-0.304407473297	0.555007273441	-0.107946670172	-0.124660480328	0.244729353411	-0.100096840638	-0.397475316602
stu_0acf6c3446	-0.00770975989335	5.78685813017	0.104658567312	5.11984123706	-0.124660480328	-0.767179920189	9.31526895604	-0.748462579623
stu_0ae8507d0d	-0.634997543601	-0.473589894056	0.873503596238	-0.107946670172	-0.124660480328	-0.384368713761	-0.100096840638	-0.599711874033
stu_0aefcbfa4a	-0.780343858575	-0.288738160522	1.05629393155	-0.107946670172	-0.124660480328	0.0968160225403	-0.100096840638	-0.657679294776
stu_0b04c3086a	-1.33775663045	-0.738723170556	1.6753388737	-0.107946670172	-0.337525634907	-0.767179920189	-0.100096840638	-0.748462579623
stu_0b082e23b4	3.72200209392	-0.738723170556	-3.66497416804	-0.107946670172	-0.124660480328	3.81688760665	-0.100096840638	1.92341562459
stu_0b0d854406	-0.910562089026	-0.278548844775	1.07572477779	-0.0684361462815	-0.0383330168882	0.0506248752606	-0.0500819622287	-0.606379075899
stu_0b467767da	0.962080754733	0.446216638409	-0.567002513989	0.213774113943	0.281351793458	1.33772033163	0.225187620919	0.081476260969
stu_0b6952f29a	-0.845835643357	-0.475481827752	1.07169598538	-0.107946670172	-0.124660480328	-0.395280262018	-0.100096840638	-0.673065663808
stu_0b6c1553f8	3.5902375438	-0.738723170556	-6.33513068892	-0.107946670172	-0.124660480328	-0.767179920189	-0.100096840638	1.42862336454
stu_0b7c0a5d8d	2.44776138576	-0.738723170556	-1.78015780037	-0.107946670172	-0.124660480328	-0.767179920189	-0.100096840638	0.788303969202
stu_0bae20d3ae	7.14659488903	1.69643277822	-3.66497416804	-0.107946670172	-0.124660480328	-0.767179920189	-0.100096840638	3.23401170849
stu_0bb0bc72dc	4.54907803924	1.5368641548	-0.789420991715	-0.107946670172	-0.124660480328	-0.767179920189	-0.100096840638	0.256346317685
stu_0bb2425139	-0.13338663751	-0.512621242059	0.254790486842	-0.107946670172	-0.124660480328	-0.125945493808	-0.100096840638	-0.707503554805
stu_0bc92a229c	-1.01048467957	0.439644317737	1.20532649673	-0.107946670172	-0.124660480328	-0.104032063383	-0.100096840638	-0.698908271334
stu_0bf69eb649	0.739383529323	0.804256005136	-1.01402740631	-0.107946670172	-0.124660480328	-0.767179920189	-0.100096840638	0.4262240809
stu_0bfcf54d46	1.35024019186	2.62293992378	-2.20852515665	-0.107946670172	-0.124660480328	-0.767179920189	-0.100096840638	-0.748462579623
stu_0c2af235d0	-0.319338236336	0.27195538963	0.524707834282	0.152931741024	0.375751006048	0.205267322506	0.180896408472	-0.429229029705
stu_0c3563df0f	-1.25330921009	-0.724912416496	1.53572284647	-0.107946670172	-0.124660480328	-0.704404018864	-0.100096840638	-0.748462579623
stu_0c387dc536	-0.469340153773	-0.301048351237	0.695939915533	-0.107946670172	-0.124660480328	-0.400528588923	-0.100096840638	-0.435817031996
stu_0c65233f2b	-0.842206409148	-0.404202814135	0.973092066634	-0.107946670172	-0.124660480328	-0.579071763191	-0.100096840638	-0.644912676939
stu_0c74f882e3	-0.0606873907745	1.42931927436	-0.197428439562	-0.107946670172	-0.124660480328	-0.122480012347	-0.100096840638	-0.676887151322
stu_0c759e9f67	-0.381733028661	0.102827204861	0.367296913623	-0.107946670172	-0.124660480328	-0.086421579641	-0.100096840638	-0.540621202118
stu_0c7fa84b56	0.401535431048	-0.738723170556	-0.145923955564	-0.107946670172	-0.124660480328	-0.475707418515	-0.100096840638	0.025472597064
stu_0c88e9f17d	-0.00770975989335	1.21895121963	-0.523613555249	-0.107946670172	-0.124660480328	-0.767179920189	-0.100096840638	-0.172175123814
stu_0ca33bbb5d	0.153065136547	1.02214797411	-0.867667336649	3.86785184301	9.09250714553	-0.767179920189	-0.100096840638	2.51716633663
stu_0ca6b4b8c1	0.324211245868	0.292484451857	0.102844848713	-0.107946670172	-0.124660480328	0.20327317453	-0.100096840638	-0.742806178498
stu_0cf8d20421	0.0191937351759	-0.0813704396713	-0.0502573337595	-0.0981777353846	-0.101752045418	0.43040521781	-0.0944835946029	0.101309081651
stu_0d14f155e7	-0.334800424366	-0.200462745503	0.553460260831	-0.107946670172	-0.124660480328	-0.15776331826	-0.100096840638	-0.291396415658
stu_0d1ebbd411	5.18458860016	-0.738723170556	-5.00005242848	-0.107946670172	-0.124660480328	-0.767179920189	-0.100096840638	0.884351878504
stu_0d32a1db62	0.0337378068897	-0.0856595732962	0.169627063322	-0.0249010976079	0.0152527448464	1.31594913932	-0.0154907618549	-0.22231942348
stu_0d38a04fd7	-0.827977841504	0.453306884168	1.04290125239	-0.107946670172	-0.124660480328	-0.259935136594	-0.100096840638	-0.639458962391
stu_0d3f397cee	-0.640931976509	-0.332825548081	0.8816617762	-0.107946670172	-0.124660480328	-0.264003081116	-0.100096840638	-0.559180903586
stu_0d5105b896	0.438192022462	0.424910646176	-0.529092672597	-0.0876277642848	-0.0834365947579	1.19948277136	-0.0906031631329	-0.00800020907886
stu_0d57bcb733	-0.0245159384817	0.454812544749	-0.233015066286	-0.107946670172	-0.124660480328	-0.573424904667	-0.100096840638	-0.277910862584
stu_0d5e6d55ec	-0.60146177845	-0.0708179537381	0.752631916668	-0.0644821881622	-0.0486390320824	0.413455847156	-0.047020380259	-0.424869372494
