	Incorrects	Problem View	Correct First Attempt	Step Duration (sec)	Error Step Duration (sec)	Corrects	Correct Step Duration (sec)	Hints
stu_040bb71e7a	0.0887604476554	0.0175991963825	0.867403314917	0.0	0.00875149048822	0.0537139349246	0.0203806286201	0.0373848987108
stu_041f7b411c	0.073463739858	0.0754627220704	0.860997547016	0.0	0.00875149048822	0.0397474334441	0.0203806286201	0.0392477514309
stu_04434e4cd6	0.0555994313694	0.0250326675392	0.902977412731	0.0	0.00875149048822	0.0249543691442	0.0203806286201	0.0159137577002
stu_0453d3ad84	0.0474561632783	0.0205482211691	0.919190426946	0.0	0.00875149048822	0.0456739055496	0.0203806286201	0.0134436401241
stu_045a9da630	0.120839160839	0.171371900827	0.829090909091	0.0	0.00875149048822	0.134343434341	0.0203806286201	0.00181818181818
stu_0473046ff0	0.156643356643	0.0	0.636363636364	0.0149572684549	0.0223458370254	0.0	0.0288939083466	0.272727272728
stu_0488950dfe	0.0685132320037	0.0199416431127	0.869107321966	0.0	0.00875149048822	0.0487573832663	0.0203806286201	0.0239468405215
stu_0491a2dda2	0.0682970208982	0.0406726221763	0.690751445087	0.0	0.00875149048822	0.0	0.0203806286201	0.199421965318
stu_04b3347e0d	0.303398926654	0.0989429175489	0.767441860465	0.0	0.00875149048822	0.0	0.0203806286201	0.0581395348835
stu_04c631b5a9	0.0507339988256	0.0303198536356	0.907702984039	0.0	0.00875149048822	0.0856850952215	0.0203806286201	0.0190839694657
stu_04fdba7612	0.102564102564	0.0	0.666666666667	0.0	0.00875149048822	0.0	0.0203806286201	0.0
stu_050686e666	0.102564102564	0.0	0.833333333333	0.0255145218503	0.0316453896054	0.0	0.0443727046317	0.0
stu_05186a93e7	0.0484738742206	0.0242192411083	0.909960276593	0.00160204648561	0.0129856389042	0.0187378418498	0.0213976845965	0.042629101074
stu_05243b811a	0.111888111888	0.0	0.818181818182	0.0	0.00875149048822	0.0	0.0203806286201	0.0
stu_05397b316f	0.0705547652916	0.0351480667254	0.902560455192	0.0	0.00875149048822	0.0193614667359	0.0203806286201	0.0266714082503
stu_05672cd63e	0.0524917817226	0.0165034965043	0.912820512821	0.0	0.00875149048822	0.0457027540274	0.0203806286201	0.0
stu_056fce9a90	0.0618006706503	0.00632877446945	0.881350376926	0.0	0.00875149048822	0.0382388287941	0.0203806286201	0.0375286791216
stu_05a8adc955	0.0294615384615	0.0260795454545	0.9484375	0.0020256709491	0.010569944133	0.0170138888887	0.0225678629102	0.005625
stu_05a923fe6c	0.151962323391	0.024211502784	0.716836734694	0.0100228272161	0.0249759654308	0.128968253963	0.0212812928415	0.264030612245
stu_05b0248ce6	0.0488041025642	0.0186327272716	0.916266666667	0.00229024254101	0.015393425833	0.0557407407468	0.0217962667282	0.0232
stu_05c0a4eb4b	0.0275909813238	0.0251027352687	0.949478420945	0.0	0.00875149048822	0.0151132928721	0.0203806286201	0.00368173450604
stu_05d27e0d60	0.149166282819	0.0497768100152	0.749700598802	0.0	0.00875149048822	0.0163007318638	0.0203806286201	0.124550898204
stu_05d4ba29d1	0.0477766958779	0.0	0.869198312236	0.0	0.00875149048822	0.0	0.0203806286201	0.059071729958
stu_05f35e97a7	0.0692011454528	0.00714202357417	0.867779204108	0.0	0.00875149048822	0.119811724432	0.0203806286201	0.07702182285
stu_06088c9513	0.151866846604	0.154545454545	0.670321637427	0.00762096645543	0.0199867742858	0.289961013648	0.0203806286201	0.236111111111
stu_0611b4ffbc	0.0986748895742	0.0499950753479	0.88082340195	0.0	0.00875149048822	0.0421331407191	0.0203806286201	0.0303358613218
stu_063f6369bd	0.0703956146993	0.0357499041054	0.888888888889	0.0	0.00875149048822	0.0528728447134	0.0203806286201	0.0363338021566
stu_06416eb0dc	0.0413906378319	0.0486250404414	0.935943060498	0.0	0.00875149048822	0.0467081850468	0.0203806286201	0.00578291814945
stu_065a5d51c6	0.119888401754	0.0576542628359	0.761658031088	0.0786474703277	0.0463258246496	0.0	0.109874325834	0.082901554404
stu_067dd26228	0.0703099369765	0.0666666666654	0.888888888889	0.00664934209239	0.0162417939583	0.0491021324301	0.0266672162231	0.0207631874298
stu_069b23d3ab	0.141012756088	0.0306989492923	0.723618090452	0.0	0.00875149048822	0.0846826726271	0.0203806286201	0.151591289782
stu_06a67c5b54	0.0521739130434	0.00177865612691	0.896739130435	0.0	0.00875149048822	0.0	0.0203806286201	0.00135869565218
stu_06d24853c6	0.230100334448	0.163636363636	0.565217391304	0.0	0.00875149048822	0.0	0.0203806286201	0.282608695652
stu_06d3232058	0.0931143762604	0.0098059244138	0.85393258427	0.0	0.00875149048822	0.00728256345827	0.0203806286201	0.00187265917603
stu_06de41104d	0.0450472506489	0.0278108905745	0.925366008912	0.0	0.00875149048822	0.0841643680687	0.0203806286201	0.0102641629535
stu_0701f82a44	0.103062544932	0.0311979609163	0.831775700935	0.00740434220918	0.00875149048822	0.0181723779804	0.0304564450166	0.0336448598131
stu_070753c900	0.0626887131559	0.0734069668646	0.703271028037	0.0	0.00875149048822	0.0	0.0203806286201	0.205607476635
stu_0715380350	0.101386138614	0.0440684068418	0.714851485149	0.0	0.00875149048822	0.0	0.0203806286201	0.231683168317
stu_07173df07b	0.0743931623931	0.014254545456	0.877333333333	0.0	0.00875149048822	0.0570370370301	0.0203806286201	0.0324444444445
stu_071f031a12	0.0984615384615	0.0	0.8	0.0	0.00875149048822	0.0	0.0203806286201	0.0
stu_0739f95d02	0.263192477625	0.0284375418381	0.717231222386	0.0	0.00875149048822	0.0372279495969	0.0203806286201	0.0493372606774
stu_073c1d905f	0.113072113072	0.0309589400487	0.860990860991	0.0	0.00875149048822	0.049881531369	0.0203806286201	0.0241301907968
stu_07431114c5	0.0862470862471	0.0780991735548	0.806818181818	0.0	0.00875149048822	0.202546296301	0.0203806286201	0.115530303031
stu_0787fb736f	0.0958529090587	0.0203667577069	0.790524925718	0.00148022632032	0.0110898556441	0.0343439345664	0.021057032277	0.116787718719
stu_0793cbca52	0.0908708912234	0.070933119745	0.844933920705	0.0	0.00875149048822	0.0394028389608	0.0203806286201	0.00264317180616
stu_079b505867	0.15656998739	0.0504321907614	0.770491803279	0.00554171978686	0.015792939735	0.0191256830526	0.0236370194432	0.0081967213115
stu_07b0b43b54	0.0788418961113	0.0417846360272	0.881180811808	0.00567926956976	0.0126233455657	0.0444854448496	0.0264598253396	0.0136531365314
stu_07d148fda0	0.0310984488763	0.0132435465774	0.944855967078	0.0	0.00875149048822	0.028539856722	0.0203806286201	0.0142661179698
stu_07d238f1e8	0.0667832859252	0.0521617200283	0.896183508009	0.000416605826195	0.00911155181117	0.0223013204943	0.0208096651366	0.0139410717817
stu_07df71b69f	0.128944226505	0.0957871396897	0.774944567627	0.00584892027996	0.011909334343	0.202636117268	0.0267877996764	0.115853658536
stu_07edcc2df8	0.0668344988345	0.041652892561	0.853333333333	0.00811922818586	0.02195061863	0.0212121212137	0.0258669838356	0.070909090909
stu_07f1d6b6c7	0.0515224988135	0.0249263243771	0.912731351655	7.09899473221e-05	0.00885374119328	0.0556178725079	0.0204458957235	0.026528323051
stu_081fd2ae16	0.180371352785	0.0159874608142	0.778735632184	0.0	0.00875149048822	0.00558748403884	0.0203806286201	0.00862068965515
stu_0826ab350f	0.0858193353039	0.0177898952029	0.855670103093	0.0	0.00875149048822	0.0728938873244	0.0203806286201	0.0243673851922
stu_08313b315a	0.066838424733	0.038442801217	0.875837320574	0.0	0.00875149048822	0.0679160021355	0.0203806286201	0.0337320574162
stu_084ad3392d	0.242533936652	0.0433155080225	0.661764705882	0.0	0.00875149048822	0.0	0.0203806286201	0.154411764706
stu_084cf24069	0.0854714298678	0.0205269366894	0.895202516713	0.0	0.00875149048822	0.0458775724163	0.0203806286201	0.0309673613842
stu_084fc769ac	0.0774180514166	0.0367456574945	0.754432042022	0.0	0.00875149048822	0.0472386371913	0.0203806286201	0.142481943533
stu_087db2a82c	0.0458039548322	0.0325919428592	0.914197105445	0.00216907319547	0.015548411141	0.0174209357582	0.0215805582956	0.0273949000689
stu_089ac76e42	0.0731832619803	0.0203296882647	0.875224416517	0.0	0.00875149048822	0.054109315769	0.0203806286201	0.0412028725314
stu_08b381e37b	0.0826319191643	0.0193960837931	0.846528084918	0.0	0.00875149048822	0.0464396284913	0.0203806286201	0.06346749226
stu_08c64c8165	0.0895104895104	0.0	0.727272727273	0.0	0.00875149048822	0.0	0.0203806286201	0.0227272727272
stu_08deb56c65	0.0593263203471	0.0261667461371	0.895867980043	0.00521056775703	0.0179951931847	0.0390530609969	0.0244616901639	0.0358833312013
stu_08e3fc9aee	0.0474358974358	0.0715909090908	0.911458333333	0.0	0.00875149048822	0.0607638888884	0.0203806286201	0.0208333333333
stu_08eb298fc0	0.036233472131	0.00414400414254	0.936055713833	0.0	0.00875149048822	0.0455488727163	0.0203806286201	0.0060145615701
stu_08f222c6e7	0.10445642918	0.120764844013	0.870848708487	0.0533404577793	0.0778582602349	0.186551865518	0.0658416933637	0.0239852398524
stu_0923ea6980	0.106512579752	0.0373879641469	0.839593114241	0.0	0.00875149048822	0.0471657103163	0.0203806286201	0.00195618153365
stu_0926e84aa0	0.148541114058	0.0	0.706896551724	0.0	0.00875149048822	0.0	0.0203806286201	0.00862068965515
stu_093584a4c5	0.0503034580098	0.0310008340276	0.928211009174	0.0	0.00875149048822	0.0396916411886	0.0203806286201	0.0079128440367
stu_093957d0b8	0.0623489985191	0.0258634982029	0.887537993921	0.0	0.00875149048822	0.0197005516165	0.0203806286201	0.0354609929078
stu_0958d0af3e	0.0319125139803	0.0120281979731	0.938004846527	0.00354152333729	0.0187424143802	0.034946598458	0.0231163627406	0.0100969305331
stu_096e4cd087	0.0320620555914	0.0	0.957983193277	0.0	0.00875149048822	0.0	0.0203806286201	0.00420168067227
stu_099009bf1e	0.196923076923	0.0	0.6	0.781457406774	0.536269458392	0.0	0.675577077499	0.0
stu_09a16c6773	0.117216117216	0.0779220779235	0.829228243021	0.0	0.00875149048822	0.15644955299	0.0203806286201	0.0525451559935
stu_09a19d03fa	0.221538461538	0.654545454545	0.8	0.0	0.00875149048822	0.0	0.0203806286201	0.1
stu_09bba7a631	0.257875457876	0.0545454545465	0.702380952381	0.0	0.00875149048822	0.0	0.0203806286201	0.10119047619
stu_09cbdf6a6a	0.0583093068849	0.0409003290556	0.881345041765	0.000383481049045	0.00917603255839	0.0337331334275	0.0207400136418	0.047976011994
stu_09dd3e4f95	0.0814663951121	0.0106646917222	0.786150712831	0.0	0.00875149048822	0.0099004299527	0.0203806286201	0.098268839104
stu_09e0b31d8c	0.0977337340591	0.014514735528	0.863780359029	0.0	0.00875149048822	0.123196057716	0.0203806286201	0.0158394931362
stu_09e126c455	0.106650482982	0.0357181280247	0.819855358317	0.0128600822497	0.0340698399284	0.0805391189938	0.0251795230205	0.087442472058
stu_09ecb2a9a9	0.0867480727028	0.0288488395276	0.883138258961	0.0	0.00875149048822	0.0611639437495	0.0203806286201	0.066203365033
stu_09f26aafa9	0.0991291727141	0.0279802744429	0.840212264151	0.00111684708353	0.0103249072923	0.0347768169192	0.0211883308101	0.051198899371
stu_09f5214e97	0.0585081585081	0.027582644628	0.883522727273	2.8441317582e-05	0.00875149048822	0.0147306397388	0.0204170647279	0.0162563131313
stu_0a004bf5db	0.0796729840209	0.0226613965745	0.650563607085	0.0	0.00875149048822	0.00939345141381	0.0203806286201	0.235104669888
stu_0a073e6999	0.0894617895707	0.0327628845589	0.856365614799	0.0	0.00875149048822	0.067706444205	0.0203806286201	0.0393543706928
stu_0a258c40fa	0.112787534009	0.0368313358679	0.826366559486	0.0	0.00875149048822	0.0437656305913	0.0203806286201	0.0361736334405
stu_0a588fc920	0.0596111431577	0.00606327946363	0.896779885311	0.0	0.00875149048822	0.090060285252	0.0203806286201	0.0266872518747
stu_0a698c3f57	0.0199288256228	0.00291167906727	0.967081850534	0.0	0.00875149048822	0.0345986556025	0.0203806286201	0.010231316726
stu_0a7302d561	0.0854095202294	0.0447825845519	0.580329871717	0.00466396460596	0.0120455667944	0.0772076291382	0.0239296898347	0.344532681735
stu_0a7d96b7f9	0.0653214101785	0.0154705914916	0.877865692838	0.0	0.00875149048822	0.0161741169138	0.0203806286201	0.0362142422398
stu_0aa57d9052	0.0406422238198	0.00326253186	0.932087227414	0.00211096674514	0.0153998934365	0.0314987885136	0.0218159779856	0.009968847352
stu_0ab009e2b6	0.136752136752	0.0159090909087	0.75	0.0	0.00875149048822	0.0	0.0203806286201	0.128472222222
stu_0ab7a3adf6	0.0734143049932	0.0192193402156	0.895106186519	0.0	0.00875149048822	0.0585308299912	0.0203806286201	0.0268698060942
stu_0acf6c3446	0.0941176470587	0.288770053477	0.852941176471	0.244092703434	0.00875149048822	0.0	0.344299095424	0.0
stu_0ae8507d0d	0.0497290984005	0.0117326789607	0.92492619148	0.0	0.00875149048822	0.0221425558859	0.0203806286201	0.0113876001687
stu_0aefcbfa4a	0.0394440073433	0.019912738716	0.942040388146	0.0	0.00875149048822	0.0499752309385	0.0203806286201	0.00694990820875
stu_0b04c3086a	0.0	0.0	1.0	0.0	0.0	0.0	0.0203806286201	0.0
stu_0b082e23b4	0.358041958043	0.0	0.5	0.0	0.00875149048822	0.265151515142	0.0203806286201	0.204545454546
stu_0b0d854406	0.0302294197031	0.0203636363629	0.943859649123	0.00184480142683	0.0123006574557	0.0473034437941	0.0221012991795	0.0108771929825
stu_0b467767da	0.162742598102	0.0524359618297	0.790055248619	0.0150215917973	0.0254438070826	0.121751585841	0.031571446517	0.063535911602
stu_0b6952f29a	0.0348096348096	0.0116489571022	0.943482443482	0.0	0.00875149048822	0.0215114103943	0.0203806286201	0.005772005772
stu_0b6c1553f8	0.348717948719	0.0	0.25	0.0	0.00875149048822	0.0	0.0203806286201	0.166666666666
stu_0b7c0a5d8d	0.267873303168	0.0	0.676470588235	0.0	0.00875149048822	0.0	0.0203806286201	0.117647058824
stu_0bae20d3ae	0.600375234521	0.10776053215	0.5	0.0	0.00875149048822	0.0	0.0203806286201	0.304878048781
stu_0bb0bc72dc	0.416568047338	0.100699300698	0.769230769231	0.0	0.00875149048822	0.0	0.0203806286201	0.076923076923
stu_0bb2425139	0.0852244175998	0.0100054635709	0.866997648288	0.0	0.00875149048822	0.0370902650802	0.0203806286201	0.00313561536451
stu_0bc92a229c	0.0231586319599	0.0521451234654	0.955993930197	0.0	0.00875149048822	0.0383577811552	0.0203806286201	0.00379362670713
stu_0bf69eb649	0.1469839513	0.0682799215188	0.748201438849	0.0	0.00875149048822	0.0	0.0203806286201	0.089928057554
stu_0bfcf54d46	0.19020979021	0.14876033058	0.636363636364	0.0	0.00875149048822	0.0	0.0203806286201	0.0
stu_0c2af235d0	0.0720659888738	0.0447245522541	0.892269326683	0.0121807766088	0.0293248265604	0.0562482682218	0.030047688233	0.0244389027432
stu_0c3563df0f	0.00597572362279	0.000611153551635	0.986928104575	0.0	0.00875149048822	0.0036310820583	0.0203806286201	0.0
stu_0c387dc536	0.0614514550284	0.0193679881003	0.908301353262	0.0	0.00875149048822	0.0212078368054	0.0203806286201	0.023934558675
stu_0c65233f2b	0.0350664490558	0.0148031963378	0.934250408021	0.0	0.00875149048822	0.0108805471444	0.0203806286201	0.0079272557706
stu_0c74f882e3	0.0903688092729	0.0959402241588	0.824657534247	0.0	0.00875149048822	0.0372907153691	0.0203806286201	0.0054794520548
stu_0c759e9f67	0.0676507677472	0.0372402910505	0.877531340405	0.0	0.00875149048822	0.0393764062997	0.0203806286201	0.0159112825458
stu_0c7fa84b56	0.123076923077	0.0	0.829479768786	0.0	0.00875149048822	0.0168593448915	0.0203806286201	0.0592485549135
stu_0c88e9f17d	0.0941176470587	0.0866310160417	0.794117647059	0.0	0.00875149048822	0.0	0.0203806286201	0.0441176470588
stu_0ca33bbb5d	0.105494505494	0.0779220779235	0.761904761905	0.185635573709	0.387695404374	0.0	0.0203806286201	0.25
stu_0ca6b4b8c1	0.117605258483	0.0456330044094	0.852771362587	0.0	0.00875149048822	0.0561329227662	0.0203806286201	0.000433025404157
stu_0cf8d20421	0.0960214097829	0.0290891760447	0.838436792565	0.000456125180316	0.00969332124776	0.06927068853	0.0205737420996	0.065054211843
stu_0d14f155e7	0.0709718434058	0.023819102784	0.894961343642	0.0	0.00875149048822	0.0352498593025	0.0203806286201	0.0349906691549
stu_0d1ebbd411	0.461538461538	0.0	0.375	0.0	0.00875149048822	0.0	0.0203806286201	0.125
stu_0d32a1db62	0.0970505869034	0.028899373284	0.859024012393	0.00387751352484	0.0145037201648	0.120492297099	0.0232913462612	0.0402788536018
stu_0d38a04fd7	0.0360733002708	0.0527497194174	0.940786465478	0.0	0.00875149048822	0.0293400396331	0.0203806286201	0.0083447645176
stu_0d3f397cee	0.0493091621755	0.0179617834407	0.925690021231	0.0	0.00875149048822	0.0291047416914	0.0203806286201	0.0144904458598
stu_0d5105b896	0.125670840787	0.0514931289643	0.793604651163	0.000948718034615	0.0104463213926	0.11375565246	0.0207072412583	0.0566860465115
stu_0d57bcb733	0.0929283972512	0.0528163479163	0.821325648415	0.0	0.00875149048822	0.0112071725888	0.0203806286201	0.0360230547551
stu_0d5e6d55ec	0.0521021781605	0.0295561447003	0.913609281907	0.00202941724211	0.0118769479288	0.0682903034717	0.0222066273164	0.024772656005
stu_0d61cd9be8	0.0659132336857	0.0	0.876777251185	0.0	0.00875149048822	0.0	0.0203806286201	0.00829383886255
stu_0d6edfc190	0.0483711843712	0.0094545454549	0.917777777778	0.00141043680018	0.0124569864454	0.0450617283857	0.0213469989319	0.0303174603175
stu_0d6f3617ed	0.0576565732556	0.0136030228953	0.891442542787	0.0	0.00875149048822	0.0180657430137	0.0203806286201	0.0361858190709
stu_0d8985760a	0.0847637211274	0.029752066116	0.804407713499	0.00952399093033	0.0324178627165	0.0	0.0203806286201	0.11432506887
stu_0d8a89a8d9	0.104282374408	0.0291731248734	0.874536693847	0.00177741648883	0.0131862339636	0.0832406721021	0.0211994297684	0.0309488510008
stu_0d8deb7f0a	0.0884615384615	0.0	0.869791666667	0.0	0.00875149048822	0.0	0.0203806286201	0.03125
stu_0da58c9d0e	0.0685993111367	0.0157988466752	0.876865671642	0.0	0.00875149048822	0.0317423300247	0.0203806286201	0.0293843283582
stu_0de4999e4b	0.21775147929	0.0	0.653846153846	0.0	0.00875149048822	0.0	0.0203806286201	0.0384615384616
stu_0e00ffdf73	0.0771360694683	0.0226546616323	0.843716719915	0.0	0.00875149048822	0.0372736954136	0.0203806286201	0.0408679446219
stu_0e112af792	0.0304761904763	0.0249350649349	0.914285714286	0.0	0.00875149048822	0.0370370370414	0.0203806286201	0.0
stu_0e35a0caf4	0.0806269107776	0.0461979318076	0.870260392873	0.0	0.00875149048822	0.0861631389298	0.0203806286201	0.0130196436729
stu_0e580f6307	0.0741782954676	0.0314024805785	0.872563718141	0.0	0.00875149048822	0.0320672996775	0.0203806286201	0.0247376311844
stu_0e60714d5e	0.0369717239281	0.00206970894654	0.939920948617	0.0	0.00875149048822	0.044576196758	0.0203806286201	0.0086956521739
stu_0e82632340	0.0984615384615	0.196363636363	0.8	0.0	0.00875149048822	0.0	0.0203806286201	0.1
stu_0ea113bea8	0.221538461538	0.0	0.75	0.0	0.00875149048822	0.0	0.0203806286201	0.0
stu_0ea288e26a	0.0547008547008	0.0	0.888888888889	0.0	0.00875149048822	0.0	0.0203806286201	0.0
